Agency,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago
@CNN,0.2584,Sun Nov 05 18:50:47 +0000 2017,0.0,0.893,0.107,@CNN @brianstelter Don't bother.  TraitorTrump paid Conning Conway to lie.  Her soul was sold to the highest bidder.,50
@CNN,0.0,Sun Nov 05 18:50:46 +0000 2017,0.0,1.0,0.0,RT @Harlan: I guess to @CNN being “pro-Truth” means having an anti-Trump pundit (@Acosta) as its chief WH correspondent? https://t.co/61Ob1…,51
@CNN,0.0,Sun Nov 05 18:50:45 +0000 2017,0.0,1.0,0.0,RT @RodStryker: @Fuctupmind @CNN  https://t.co/WFyetPS2qu,52
@CNN,0.4215,Sun Nov 05 18:50:45 +0000 2017,0.0,0.872,0.128,RT @1b72de52fc0a476: @ReliableSources @brianstelter @CNN Let's go after Fox Entertainment advertisers. Appears to be the only way to make t…,53
@CNN,-0.5859,Sun Nov 05 18:50:42 +0000 2017,0.242,0.758,0.0,Gonorrhea rates in Australia up 63% @CNN https://t.co/yKeQ3IBiMy Merican NRA likely to blame it on gun control?,54
@CNN,0.0,Sun Nov 05 18:50:42 +0000 2017,0.0,1.0,0.0,RT @sakurabruh: @realGeoffHollnd @brianstelter @JeffreyGuterman @mollylyons @lacrossemom5 @MyraDSirois1 @TheRickWilson @CNN @KellyannePolls…,55
@CNN,0.0,Sun Nov 05 18:50:41 +0000 2017,0.0,1.0,0.0,RT @RodStryker: @Fuctupmind @CNN  https://t.co/WFyetPS2qu,56
@CNN,0.4215,Sun Nov 05 18:50:41 +0000 2017,0.0,0.865,0.135,"RT @petefrt: Hillary: I'm donating Weinstein money to charity. #ClintonFoundation  #SlushFund

@abc @cbs @nbc @cnn @msnbc @pbs @NYTimes @Wa…",57
@CNN,0.0,Sun Nov 05 18:50:40 +0000 2017,0.0,1.0,0.0,"@CNN @brianstelter @CNN Pres Trump on11 day Asia trip,tax plan announced,great jobs report!Flipped to cnn&amp;msnbc&amp;sho… https://t.co/ieFk3qidn6",58
@CNN,0.34,Sun Nov 05 18:50:40 +0000 2017,0.0,0.87,0.13,RT @CNN: Alec Baldwin's President Trump shared a shower with Paul Manafort on @nbcsnl last night https://t.co/uHcj6PRTqU https://t.co/TXxi7…,59
@CNN,0.0,Sun Nov 05 18:50:40 +0000 2017,0.0,1.0,0.0,@MPMontague2 @_Smorgasbord @Masharky @marcbos72 @eugenegu @thebradfordfile @realDonaldTrump @CNN @POTUS Why? becaus… https://t.co/R7TI8d6kMC,60
@CNN,0.4215,Sun Nov 05 18:50:40 +0000 2017,0.0,0.865,0.135,"RT @petefrt: Hillary: I'm donating Weinstein money to charity. #ClintonFoundation  #SlushFund

@abc @cbs @nbc @cnn @msnbc @pbs @NYTimes @Wa…",61
@CNN,0.4199,Sun Nov 05 18:50:39 +0000 2017,0.0,0.883,0.117,"RT @CernovichNews: Hi @CNN, we can't wait to see you jump all over @donnabrazile's claim that @HillaryClinton treated her ""like a slave!"" h…",62
@CNN,0.0,Sun Nov 05 18:50:39 +0000 2017,0.0,1.0,0.0,@1LordBaltimore @CNN @brianstelter  https://t.co/of07t1mV4T,63
@CNN,-0.5413,Sun Nov 05 18:50:38 +0000 2017,0.189,0.811,0.0,RT @weneverlie: @NFL doing more damage control than a hillary clinton lawyer. #BoycottNFL #BoycottNFLSponsors #BoycottPapaJohns @CNN @seanh…,64
@CNN,0.5106,Sun Nov 05 18:50:38 +0000 2017,0.0,0.852,0.148,"@CNN Another Republican Senator, with common sense. Kudos to Bob Coker. Common sense Is something, that Trump will never have.",65
@CNN,0.0,Sun Nov 05 18:50:37 +0000 2017,0.0,1.0,0.0,RT @Harlan: I guess to @CNN being “pro-Truth” means having an anti-Trump pundit (@Acosta) as its chief WH correspondent? https://t.co/61Ob1…,66
@CNN,0.5719,Sun Nov 05 18:50:37 +0000 2017,0.0,0.802,0.198,RT @CNN: Could Bernie Sanders have won a primary that wasn't 'rigged'? | Analysis by @zbyronwolf https://t.co/317ChE5rgs https://t.co/E3alx…,67
@CNN,0.3724,Sun Nov 05 18:50:36 +0000 2017,0.0,0.758,0.242,@damatojr @FoxNews At least it's not fake news @CNN,68
@CNN,-0.5541,Sun Nov 05 18:50:36 +0000 2017,0.204,0.796,0.0,"@CernovichNews @CNN @donnabrazile @HillaryClinton America can not trust this woman , a wolf in sheep clothing !!!",69
@CNN,-0.34,Sun Nov 05 18:50:34 +0000 2017,0.324,0.676,0.0,@CNN How about under house arrest?,70
@CNN,-0.5423,Sun Nov 05 18:50:33 +0000 2017,0.149,0.851,0.0,"@CNN @brianstelter Why keep putting her on air? She's horrible to listen to and all she responds with is ""Clinton""… https://t.co/xDJrC1SfgB",71
@CNN,0.0,Sun Nov 05 18:50:31 +0000 2017,0.0,1.0,0.0,"RT @CNN: .@brianstelter to Kellyanne Conway: ""Viewers see your pivoting...when I say Russia, you say Clinton"" https://t.co/lc5IdbzAP9",72
@CNN,-0.8402,Sun Nov 05 18:50:31 +0000 2017,0.308,0.692,0.0,"RT @CNN: Sen. Dianne Feinstein urges diplomacy with North Korea: ""The worst alternative is a war which could become nuclear"" https://t.co/9…",73
@CNN,0.0,Sun Nov 05 18:50:30 +0000 2017,0.0,1.0,0.0,RT @realGeoffHollnd: @sakurabruh @brianstelter @JeffreyGuterman @mollylyons @lacrossemom5 @MyraDSirois1 @TheRickWilson @CNN @KellyannePolls…,74
@CNN,-0.25,Sun Nov 05 18:50:28 +0000 2017,0.173,0.731,0.096,RT @AKADonaldTrump: Stopped watching @CNN cause they keep putting pundits on like Kellyanne Conway. I see her trending and know she lied ab…,75
@CNN,0.0,Sun Nov 05 18:50:28 +0000 2017,0.0,1.0,0.0,@CNN https://t.co/Vt5u55qZCs,76
@CNN,-0.3071,Sun Nov 05 18:50:26 +0000 2017,0.117,0.883,0.0,@CNN @mcspocky @brianstelter Kellyanne will never get it. She's probably paid to spread this propaganda. Everyone k… https://t.co/EsUwNGwR7H,77
@CNN,0.0,Sun Nov 05 18:50:25 +0000 2017,0.0,1.0,0.0,RT @slticus: @CNN  Quit calling him Mr. Trump...Very disrespectful. We didn't call your Elected President Mr. Obama..!,78
@CNN,0.0,Sun Nov 05 18:50:25 +0000 2017,0.0,1.0,0.0,Arch-Anti-Christ Richard Dawkins Blasphemes @DawkinsDicky @foxandfriends @realdonaldtrump @FoxNews @CNN @MSNBC https://t.co/jtzh5Cjghc,79
@CNN,-0.8402,Sun Nov 05 18:50:23 +0000 2017,0.308,0.692,0.0,"RT @CNN: Sen. Dianne Feinstein urges diplomacy with North Korea: ""The worst alternative is a war which could become nuclear"" https://t.co/9…",80
@CNN,-0.8776,Sun Nov 05 18:50:23 +0000 2017,0.359,0.641,0.0,@funder @brianstelter @CNN I am so disappointed that @brianstelter would give that liar so much airtime to spread her lies and BS.,81
@CNN,-0.507,Sun Nov 05 18:50:21 +0000 2017,0.201,0.799,0.0,RT @CNN: The most spectacular abandoned castles around the world https://t.co/DC14SubQJa via @cnntravel https://t.co/ExuBF2XKe8,82
@CNN,0.2617,Sun Nov 05 18:50:20 +0000 2017,0.0,0.903,0.097,"@shannonrwatts @NRA Just one more reason why I don’t watch @CNN. I respect @jaketapper greatly, but won’t watch because of their practices.",83
@CNN,-0.4019,Sun Nov 05 18:50:20 +0000 2017,0.13,0.87,0.0,@CNN @brianstelter Pivoting? How disingenuous. When the facts scream Clinton you say Trump. Spinning it for over a… https://t.co/GRpL7X70Rn,84
@CNN,-0.8715,Sun Nov 05 18:50:18 +0000 2017,0.523,0.477,0.0,@CNN Aww sore losers getting some revenge time in! Just shut up!,85
@CNN,0.0,Sun Nov 05 18:50:18 +0000 2017,0.0,1.0,0.0,@TheLadyPilar @CNN So far there is literally nothing except wishful thinkIng that Mueller will squeeze someone and… https://t.co/hY5ko2DRqg,86
@CNN,-0.128,Sun Nov 05 18:50:16 +0000 2017,0.293,0.526,0.18,Seriously? @CNN should stop giving @KellyannePolls any air time. https://t.co/YWQdN2OazZ,87
@CNN,-0.5255,Sun Nov 05 18:50:16 +0000 2017,0.139,0.861,0.0,RT @President1Trump: How fake is @CNN you may  ask!.It’s so #Fake 2 reporters in split screen are right next to each other https://t.co/J7m…,88
@CNN,0.0,Sun Nov 05 18:50:14 +0000 2017,0.0,1.0,0.0,"@PolitiKauza @CNN The same Americans that elected Barack Obama in overwhelming numbers?
Oh right, you're full of BS… https://t.co/KSoPhcEyB2",89
@CNN,0.0,Sun Nov 05 18:50:13 +0000 2017,0.0,1.0,0.0,@ashcech @CNN @brianstelter ⚡️📺⚡️ICYMI @KellyannePolls... #JustSayNo @gaywonk https://t.co/GR4ca4FuB8,90
@CNN,-0.7717,Sun Nov 05 18:50:12 +0000 2017,0.355,0.645,0.0,@CNN @brianstelter She's a mess. Why even bother to interview any White House spokespeople? It's a waste of time.,91
@CNN,-0.7234,Sun Nov 05 18:50:11 +0000 2017,0.288,0.712,0.0,@CernovichNews @CNN @donnabrazile @HillaryClinton The bitch didn't treat her any different than she has always trea… https://t.co/q12QPTi8iw,92
@CNN,0.0,Sun Nov 05 18:50:11 +0000 2017,0.0,1.0,0.0,RT @cgsgsmom1: @axios @brianstelter @CNN why? Why do you give her airtime?,93
@CNN,-0.4215,Sun Nov 05 18:50:11 +0000 2017,0.157,0.843,0.0,"@CNN @brianstelter Kellyanne is unwilling to answer strait forward questions, waste of time having her on.",94
@CNN,0.4404,Sun Nov 05 18:50:11 +0000 2017,0.0,0.868,0.132,"RT @CNN: House Minority Leader Pelosi: ""I hope the President goes into the meeting (with Putin) really informed"" https://t.co/JNBqP07Pd0 #C…",95
@CNN,0.4199,Sun Nov 05 18:50:11 +0000 2017,0.0,0.883,0.117,"RT @CernovichNews: Hi @CNN, we can't wait to see you jump all over @donnabrazile's claim that @HillaryClinton treated her ""like a slave!"" h…",96
@CNN,-0.6249,Sun Nov 05 18:50:10 +0000 2017,0.203,0.737,0.06,"RT @TheRickWilson: Christ, @cnn. You want Kellyanne on TV? 

Do it on the Rick Wilson Scourges Evil Show.",97
@CNN,0.7475,Sun Nov 05 18:50:10 +0000 2017,0.0,0.768,0.232,RT @mike_Zollo: HA! @CNN liberal Jeffery Toobin ADMITS the indictment of Manafort has NOTHING to do w/ Trump Campaign. Let's RETWEET this t…,98
@CNN,0.0,Sun Nov 05 18:50:09 +0000 2017,0.0,1.0,0.0,"RT @CNN: .@brianstelter to Kellyanne Conway: ""We're not anti-Trump, Kellyanne. We're pro-truth."" https://t.co/V6VhiZMg0R",99
@CNN,0.4003,Sun Nov 05 18:50:09 +0000 2017,0.138,0.591,0.271,"@Hibbletsnbits @IvyRamsbottom @CNN @brianstelter Lol I assure you, you don't see me at all.  Later hater!",100
@FoxNews,0.0,Sun Nov 05 18:51:25 +0000 2017,0.0,1.0,0.0,@genlady9 @booksy22 @FoxNews @MariaBartiromo Photoshop? are you saying women in Islamic country's don't get stoned?… https://t.co/BAD8Nel1rv,1
@FoxNews,0.0,Sun Nov 05 18:51:24 +0000 2017,0.0,1.0,0.0,@karijobe @delanawood @kimwalkersmith @JenLedger @ccc_wichita @wayfmradio @premproductions @GatewayPeople… https://t.co/TUEsVCi4Z0,2
@FoxNews,0.6705,Sun Nov 05 18:51:24 +0000 2017,0.0,0.421,0.579,@FoxNews i hope the babies were alive.,3
@FoxNews,-0.431,Sun Nov 05 18:51:23 +0000 2017,0.176,0.824,0.0,"@FoxNews @POTUS Oh, so it's unpatriotic to protest injustice during the Anthem but yet he can wear a military jacke… https://t.co/JrII1sbO0y",4
@FoxNews,0.3612,Sun Nov 05 18:51:23 +0000 2017,0.0,0.894,0.106,"RT @FoxNews: .@CLewandowski_: ""It sounds like [Presidents W &amp; HW Bush] wanted @HillaryClinton to be in office to keep things the status quo…",5
@FoxNews,-0.5255,Sun Nov 05 18:51:23 +0000 2017,0.531,0.469,0.0,@FoxNews @POTUS Sad! https://t.co/pPbzPVOU0N,6
@FoxNews,-0.3595,Sun Nov 05 18:51:23 +0000 2017,0.151,0.849,0.0,@House13Rockets @AaronKesteloot @southcarolinasd @FoxNews @PressSec @POTUS No it's not!  Donna Brazile has come out… https://t.co/wyz0TcY9k7,7
@FoxNews,-0.2023,Sun Nov 05 18:51:22 +0000 2017,0.114,0.886,0.0,"RT @FoxNews: Iowa mom, 18, charged after 2-year-old twins found naked outside near highway
 https://t.co/YUmB5iMWPs",8
@FoxNews,0.296,Sun Nov 05 18:51:22 +0000 2017,0.0,0.694,0.306,@FoxNews @FoxBusiness I'm ok with that,9
@FoxNews,0.6369,Sun Nov 05 18:51:22 +0000 2017,0.0,0.658,0.342,"RT @FoxNews: Cmdr. John Wells: ""Let's start respecting the flag."" https://t.co/GokSuqX2ZV https://t.co/VyX0u4ArEc",10
@FoxNews,0.5106,Sun Nov 05 18:51:21 +0000 2017,0.0,0.788,0.212,"RT @PoliticSmith: @drzaibkhan111 @Mallieyork @FoxNews @POTUS Ok well dermatology and plastics are two COMPLETELY  different fields, each re…",11
@FoxNews,-0.1761,Sun Nov 05 18:51:21 +0000 2017,0.115,0.885,0.0,"RT @FoxNews: .@jasoninthehouse: ""I think the whole country was really questioning @HillaryClinton's health."" https://t.co/aAH9jAtIm2",12
@FoxNews,-0.5106,Sun Nov 05 18:51:20 +0000 2017,0.355,0.645,0.0,@FoxNews @AnnCoulter @POTUS She's such an idiot,13
@FoxNews,0.0,Sun Nov 05 18:51:20 +0000 2017,0.0,1.0,0.0,@EnigmaOfCatch22 @EternalQuest27 @Roscoe_Notrub @mgobluegirl6 @TurtlesgaloreMR @sandune913 @NBCNews @FoxNews I thin… https://t.co/A3cYmDZw43,14
@FoxNews,0.0,Sun Nov 05 18:51:20 +0000 2017,0.0,1.0,0.0,"RT @FoxNews: Refugee Admittance to U.S. Down 87 Percent
https://t.co/x3h7Ec7GpG",15
@FoxNews,0.1007,Sun Nov 05 18:51:19 +0000 2017,0.072,0.84,0.088,"@FoxNews is desperately trying to not talk about #Flynn &amp; his son's #Russia issues this morning, but @NBCNews has got the scoop! @AriMelber",16
@FoxNews,0.0,Sun Nov 05 18:51:19 +0000 2017,0.0,1.0,0.0,@TheTommyTuna @FoxNews @POTUS absolute AMERICAN!,17
@FoxNews,-0.5423,Sun Nov 05 18:51:19 +0000 2017,0.429,0.571,0.0,@FoxNews How come no wedding dress? Seems odd,18
@FoxNews,0.8074,Sun Nov 05 18:51:19 +0000 2017,0.0,0.601,0.399,RT @RaymondArroyo: Loving this interview with Justice Thomas on the @IngrahamAngle @FoxNews . https://t.co/qWRMSYKz5K,19
@FoxNews,0.0,Sun Nov 05 18:51:18 +0000 2017,0.0,1.0,0.0,@FoxNews  https://t.co/eJqnvgslcn,20
@FoxNews,0.3612,Sun Nov 05 18:51:18 +0000 2017,0.0,0.894,0.106,"RT @FoxNews: .@CLewandowski_: ""It sounds like [Presidents W &amp; HW Bush] wanted @HillaryClinton to be in office to keep things the status quo…",21
@FoxNews,0.0,Sun Nov 05 18:51:18 +0000 2017,0.0,1.0,0.0,@FoxNews @GeorgeHWBush @POTUS Just Another sexual predator.,22
@FoxNews,-0.2023,Sun Nov 05 18:51:17 +0000 2017,0.114,0.886,0.0,"RT @FoxNews: Iowa mom, 18, charged after 2-year-old twins found naked outside near highway
 https://t.co/YUmB5iMWPs",23
@FoxNews,0.2732,Sun Nov 05 18:51:17 +0000 2017,0.0,0.488,0.512,@FoxNews Trump supporter.,24
@FoxNews,-0.2023,Sun Nov 05 18:51:16 +0000 2017,0.114,0.886,0.0,"RT @FoxNews: Iowa mom, 18, charged after 2-year-old twins found naked outside near highway
 https://t.co/YUmB5iMWPs",25
@FoxNews,-0.2023,Sun Nov 05 18:51:15 +0000 2017,0.114,0.886,0.0,"RT @FoxNews: Iowa mom, 18, charged after 2-year-old twins found naked outside near highway
 https://t.co/YUmB5iMWPs",26
@FoxNews,-0.128,Sun Nov 05 18:51:14 +0000 2017,0.097,0.903,0.0,"RT @ridinoldfat: ""Truck Strike 2017""
 starts  Dec 18th @realDonaldTrump @FoxNews @ELD_or_ME @ptagtrucking @foxandfriends @seanhannity @PRya…",27
@FoxNews,0.0,Sun Nov 05 18:51:14 +0000 2017,0.0,1.0,0.0,RT @SovietSergey: Waiting for @FoxNews to report on #ParadisePapers https://t.co/LMIogDva4V,28
@FoxNews,0.0,Sun Nov 05 18:51:14 +0000 2017,0.0,1.0,0.0,"@FoxNews @FoxNewsSunday 
Mass shooting Lavernia Texas at a Church!",29
@FoxNews,0.0,Sun Nov 05 18:51:13 +0000 2017,0.0,1.0,0.0,"RT @FoxNews: .@SebGorka: ""If there's anything untoward and undemocratic it's on the left in the last election."" https://t.co/GxSQTdmhnI",30
@FoxNews,0.0,Sun Nov 05 18:51:12 +0000 2017,0.0,1.0,0.0,RT @FoxNews: #VAGov Poll: @EdWGillespie now leads @RalphNortham 40.4% to 37.4%. https://t.co/zgWMcKVrSf,31
@FoxNews,0.4404,Sun Nov 05 18:51:12 +0000 2017,0.0,0.734,0.266,@FoxNews @PressSec @POTUS Lookin good 🇺🇸👌 USA❣ USA❣ USA❣,32
@FoxNews,0.0,Sun Nov 05 18:51:12 +0000 2017,0.0,1.0,0.0,"RT @FoxNews: Speaker Ryan says Clinton, DNC money deal 'takes the cake'
  https://t.co/b12ZG9oIrl",33
@FoxNews,0.0,Sun Nov 05 18:51:12 +0000 2017,0.0,1.0,0.0,@FoxNews @JudgeJeanine @AmbJohnBolton @POTUS  https://t.co/2bLqW8FYuo,34
@FoxNews,-0.0258,Sun Nov 05 18:51:12 +0000 2017,0.059,0.886,0.055,"@FoxNews @GeorgeHWBush @POTUS If you want to blow, you gotta do it hard and be a shining star. In the end, you can… https://t.co/EIIlZLL7QJ",35
@FoxNews,0.0,Sun Nov 05 18:51:12 +0000 2017,0.0,1.0,0.0,@realDonaldTrump @FoxNews @GOP @FOXTV @foxandfriends @foxnation @FoxBusiness @foxnewspolitics @SenateGOP https://t.co/tcCtjGsSzb,36
@FoxNews,0.0,Sun Nov 05 18:51:11 +0000 2017,0.0,1.0,0.0,@CindiLe34821991 @BlueIrishAngel @seanhannity @annshortis @SkyUK @FoxNews @foxandfriends Since getting ride of dire… https://t.co/8bOagRa727,37
@FoxNews,-0.2023,Sun Nov 05 18:51:11 +0000 2017,0.114,0.886,0.0,"RT @FoxNews: Iowa mom, 18, charged after 2-year-old twins found naked outside near highway
 https://t.co/YUmB5iMWPs",38
@FoxNews,0.0,Sun Nov 05 18:51:11 +0000 2017,0.0,1.0,0.0,"#teroris 
@AlJazeera @unhcr @UN @BBCWorld @AP @FoxNews @SputnikInt @CBC @hrw @ABC @guardian @ZDF @ORF @nytimes… https://t.co/66wLLqSWzn",39
@FoxNews,0.3612,Sun Nov 05 18:51:10 +0000 2017,0.0,0.894,0.106,"RT @FoxNews: .@CLewandowski_: ""It sounds like [Presidents W &amp; HW Bush] wanted @HillaryClinton to be in office to keep things the status quo…",40
@FoxNews,0.3987,Sun Nov 05 18:51:09 +0000 2017,0.0,0.817,0.183,@FoxBusiness @FoxNews Now rip the traitors that bowed! As well as Goodell's administration!,41
@FoxNews,0.4753,Sun Nov 05 18:51:09 +0000 2017,0.0,0.66,0.34,@FoxNews For now we are 22% safer!,42
@FoxNews,0.3612,Sun Nov 05 18:51:09 +0000 2017,0.0,0.894,0.106,"RT @FoxNews: .@CLewandowski_: ""It sounds like [Presidents W &amp; HW Bush] wanted @HillaryClinton to be in office to keep things the status quo…",43
@FoxNews,0.0,Sun Nov 05 18:51:09 +0000 2017,0.0,1.0,0.0,"@FoxNews: .@POTUS's Asia trip. https://t.co/AZvfdaGYWo

https://t.co/7PxnsNplz2",44
@FoxNews,0.0,Sun Nov 05 18:51:09 +0000 2017,0.0,1.0,0.0,@FoxNews OOH RAH!!! https://t.co/T83nkKaWHI,45
@FoxNews,0.4404,Sun Nov 05 18:51:08 +0000 2017,0.0,0.818,0.182,RT @BlaineBrian: @debiaugust @ComedianBeaty @fopelka @SteveScalise @Scottballard5 @SundayFutures @MariaBartiromo @FoxNews Good for you  Deb…,46
@FoxNews,0.5859,Sun Nov 05 18:51:06 +0000 2017,0.0,0.798,0.202,RT @FoxNews: BREAKING NEWS: @ShalaneFlanagan becomes first American woman since 1977 to win NYC Marathon. https://t.co/TJU9oZVxVx,47
@FoxNews,0.0,Sun Nov 05 18:51:06 +0000 2017,0.0,1.0,0.0,@FoxNews Where's your pussy hat Ryan?,48
@FoxNews,0.8074,Sun Nov 05 18:51:06 +0000 2017,0.0,0.601,0.399,RT @RaymondArroyo: Loving this interview with Justice Thomas on the @IngrahamAngle @FoxNews . https://t.co/qWRMSYKz5K,49
@FoxNews,-0.6114,Sun Nov 05 18:51:05 +0000 2017,0.19,0.81,0.0,"@FoxNews @SheriffClarke be, their total destruction and eradication from society and our nation once and for all time!",50
@FoxNews,0.296,Sun Nov 05 18:51:05 +0000 2017,0.148,0.615,0.238,RT @FoxNews: .@POTUS team wants Supreme Court to discipline ACLU for helping 17-year-old illegal immigrant get abortion https://t.co/rmDPNY…,51
@FoxNews,0.0,Sun Nov 05 18:51:04 +0000 2017,0.0,1.0,0.0,@karijobe @delanawood @kimwalkersmith @JenLedger @ccc_wichita @wayfmradio @premproductions @GatewayPeople… https://t.co/ZDxdRmvv6x,52
@FoxNews,0.3612,Sun Nov 05 18:51:02 +0000 2017,0.0,0.894,0.106,"RT @FoxNews: .@CLewandowski_: ""It sounds like [Presidents W &amp; HW Bush] wanted @HillaryClinton to be in office to keep things the status quo…",53
@FoxNews,0.6114,Sun Nov 05 18:51:02 +0000 2017,0.0,0.846,0.154,"RT @FoxNews: Happy 40th Anniversary to George W. Bush and Laura W. Bush, who got married on this date back in 1977! https://t.co/MtQ2PyRCHo",54
@FoxNews,0.0,Sun Nov 05 18:51:02 +0000 2017,0.0,1.0,0.0,@NRA @FoxNews' anchor Gillian Turner stated on camera she wants that right taken away from us. #BoycottFox #2A,55
@FoxNews,0.3612,Sun Nov 05 18:51:01 +0000 2017,0.0,0.615,0.385,@FoxNews @realDonaldTrump Thank you Obama,56
@FoxNews,-0.6808,Sun Nov 05 18:51:00 +0000 2017,0.337,0.663,0.0,RT @FoxNews: Minnesota school overturns flag ban policy after students protest. @FoxFriendsFirst https://t.co/A81wiyE7E0,57
@FoxNews,0.7803,Sun Nov 05 18:51:00 +0000 2017,0.0,0.725,0.275,"@FoxNews So what?! I wish he wouldn't drink alcohol, smoke, or be aDemocrat! NotGood! I also wish I were about 16 y… https://t.co/ed7evdkEsy",58
@FoxNews,-0.75,Sun Nov 05 18:51:00 +0000 2017,0.262,0.738,0.0,@FoxNews @jessebwatters @WattersWorld Too bad! There were a lot of people between 30 and 80 that were upset twice w… https://t.co/D28RaRKEm6,59
@FoxNews,0.7184,Sun Nov 05 18:50:59 +0000 2017,0.0,0.684,0.316,"@TEhrbright @FoxNews @ShepNewsTeam 🇺🇸 Fun fact, Republican support #ClimateAction too. Bushes, Pentagon, DoD, Milit… https://t.co/5VRAQ0AjLq",60
@FoxNews,-0.4767,Sun Nov 05 18:50:59 +0000 2017,0.22,0.78,0.0,@jentaub @FoxNews Wrong. (Cue the tuba sound from The Price is Right),61
@FoxNews,0.0,Sun Nov 05 18:50:59 +0000 2017,0.0,1.0,0.0,Waiting for @FoxNews to report on #ParadisePapers https://t.co/LMIogDva4V,62
@FoxNews,0.0,Sun Nov 05 18:50:58 +0000 2017,0.0,1.0,0.0,@realDonaldTrump @FoxNews @GOP @FOXTV @foxandfriends @foxnation @FoxBusiness @foxnewspolitics @SenateGOP https://t.co/YFgJejPkOS,63
@FoxNews,0.0,Sun Nov 05 18:50:58 +0000 2017,0.0,1.0,0.0,"RT @FoxNews: Speaker Ryan says Clinton, DNC money deal 'takes the cake'
  https://t.co/b12ZG9oIrl",64
@FoxNews,0.0,Sun Nov 05 18:50:57 +0000 2017,0.0,1.0,0.0,RT @Margie_8675309: @FoxNews  https://t.co/yMH7GzaPZa,65
@FoxNews,-0.6189,Sun Nov 05 18:50:56 +0000 2017,0.268,0.623,0.109,@FoxNews @RandPaul Remember when the Trump supporter killed a girl when he drove her down?!?,66
@FoxNews,-0.2023,Sun Nov 05 18:50:56 +0000 2017,0.114,0.886,0.0,"RT @FoxNews: Iowa mom, 18, charged after 2-year-old twins found naked outside near highway
 https://t.co/YUmB5iMWPs",67
@FoxNews,0.3612,Sun Nov 05 18:50:56 +0000 2017,0.0,0.894,0.106,"RT @FoxNews: .@CLewandowski_: ""It sounds like [Presidents W &amp; HW Bush] wanted @HillaryClinton to be in office to keep things the status quo…",68
@FoxNews,-0.8402,Sun Nov 05 18:50:55 +0000 2017,0.296,0.704,0.0,"RT @FoxNews: .@MichaelGWaltz: ""I'm devastated, and I'm devastated for my men who were baited into ambushes looking for [Bowe Bergdahl]."" ht…",69
@FoxNews,0.0,Sun Nov 05 18:50:55 +0000 2017,0.0,1.0,0.0,@FoxNews We need billboards again cause the MSM won't tell you.,70
@FoxNews,-0.7506,Sun Nov 05 18:50:53 +0000 2017,0.348,0.652,0.0,@ImaTrumpBuster @FoxNews Are you going to cry when Hillary is thrown in prison? #UraniumOne,71
@FoxNews,0.6114,Sun Nov 05 18:50:53 +0000 2017,0.0,0.846,0.154,"RT @FoxNews: Happy 40th Anniversary to George W. Bush and Laura W. Bush, who got married on this date back in 1977! https://t.co/MtQ2PyRCHo",72
@FoxNews,0.0,Sun Nov 05 18:50:53 +0000 2017,0.0,1.0,0.0,"RT @FoxNews: On @ffweekend, @David_Bossie responded to news that neither of the Presidents Bush voted for @POTUS. https://t.co/MJOJzdq6TE",73
@FoxNews,-0.4391,Sun Nov 05 18:50:53 +0000 2017,0.325,0.675,0.0,@FoxNews More distraction from today's real news,74
@FoxNews,-0.5411,Sun Nov 05 18:50:52 +0000 2017,0.179,0.821,0.0,@wordsaladus @mamajeanab @FoxNews Fox reported on indictment s.. I watched ! Move on.. did CNN report on DNC scandals,75
@FoxNews,0.0,Sun Nov 05 18:50:51 +0000 2017,0.0,1.0,0.0,@anegadanow @FoxNews @GovMikeHuckabee @TheDemocrats Uranium one?,76
@FoxNews,0.0,Sun Nov 05 18:50:51 +0000 2017,0.0,1.0,0.0,@TwilightGroan3 @donna_Siciliana @sachie2017 @SybilleAbed @lauraevf1968 @cbarbanel @outlazymedia @GregKWI… https://t.co/RTwu3as8bP,77
@FoxNews,0.1697,Sun Nov 05 18:50:50 +0000 2017,0.085,0.804,0.111,"Still worthy of passing on
@FoxNews needs to change their format or sued off the air
END THE DUMBING DOWN OF AMERICA
https://t.co/Idy4rdB1EN",78
@FoxNews,-0.34,Sun Nov 05 18:50:50 +0000 2017,0.13,0.87,0.0,"RT @Thomas1774Paine: Hey @FoxNews where's the arrest story about your network co-owner, the Saudi Prince? 
Tick Tock.",79
@FoxNews,0.0,Sun Nov 05 18:50:49 +0000 2017,0.0,1.0,0.0,@johns_dawn @covfefeartist @FoxNews did HW grab her bottom,80
